SERVIÇO;OPERADORA;ESTADO;TEMA;ALTERNATIVAS;CALCULO;2015;2016
SCM;Total Brasil;BA;Necessidade de repetir a demanda;0.Péssimo;Percentual;17,402000;14,522779
SCM;Total Brasil;BA;Necessidade de repetir a demanda;Nota 1;Percentual;2,604000;2,021222
SCM;Total Brasil;BA;Necessidade de repetir a demanda;Nota 2;Percentual;5,582000;6,999739
SCM;Total Brasil;BA;Necessidade de repetir a demanda;Nota 3;Percentual;6,298000;5,598781
SCM;Total Brasil;BA;Necessidade de repetir a demanda;Nota 4;Percentual;6,091000;6,827960
SCM;Total Brasil;BA;Necessidade de repetir a demanda;Nota 5;Percentual;13,805000;14,340346
SCM;Total Brasil;BA;Necessidade de repetir a demanda;Nota 6;Percentual;7,290000;8,046252
SCM;Total Brasil;BA;Necessidade de repetir a demanda;Nota 7;Percentual;10,794000;13,479323
SCM;Total Brasil;BA;Necessidade de repetir a demanda;Nota 8;Percentual;14,444000;11,603149
SCM;Total Brasil;BA;Necessidade de repetir a demanda;Nota 9;Percentual;6,411000;5,921676
SCM;Total Brasil;BA;Necessidade de repetir a demanda;10.Excelente;Percentual;8,911000;10,248703
SCM;Total Brasil;BA;Necessidade de repetir a demanda;99. NS/ NR;Percentual;0,368000;0,390069
SCM;Total Brasil;BA;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Média;Média Ponderada;6,176372;6,199576
SCM;Total Brasil;BA;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;;Amostra não ponderada;1000,000000;690,000000
SCM;Total Brasil;BA;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;0.Péssimo;Percentual;9,458000;9,322267
SCM;Total Brasil;BA;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 1;Percentual;1,899000;1,471513
SCM;Total Brasil;BA;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 2;Percentual;3,646000;3,876735
SCM;Total Brasil;BA;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 3;Percentual;5,828000;5,906156
SCM;Total Brasil;BA;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 4;Percentual;3,397000;5,144226
SCM;Total Brasil;BA;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 5;Percentual;14,478000;12,855121
SCM;Total Brasil;BA;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 6;Percentual;6,693000;7,219836
SCM;Total Brasil;BA;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 7;Percentual;12,904000;12,783686
SCM;Total Brasil;BA;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 8;Percentual;16,769000;14,530332
SCM;Total Brasil;BA;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 9;Percentual;8,937000;9,311056
SCM;Total Brasil;BA;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;10.Excelente;Percentual;15,992000;17,453804
SCM;Total Brasil;BA;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;99. NS/ NR;Percentual;0,000000;0,125267
SCM;Total Brasil;BA;Nota para o atendimento telefônico;Média;Média Ponderada;6,021217;6,135246
SCM;Total Brasil;BA;Nota para o atendimento telefônico;;Amostra não ponderada;1000,000000;690,000000
SCM;Total Brasil;BA;Nota para o atendimento telefônico;0.Péssimo;Percentual;10,651000;9,055334
SCM;Total Brasil;BA;Nota para o atendimento telefônico;Nota 1;Percentual;2,016000;1,817201
SCM;Total Brasil;BA;Nota para o atendimento telefônico;Nota 2;Percentual;3,931000;4,260734
SCM;Total Brasil;BA;Nota para o atendimento telefônico;Nota 3;Percentual;5,244000;5,364647
SCM;Total Brasil;BA;Nota para o atendimento telefônico;Nota 4;Percentual;4,285000;4,212092
SCM;Total Brasil;BA;Nota para o atendimento telefônico;Nota 5;Percentual;14,225000;13,762656
SCM;Total Brasil;BA;Nota para o atendimento telefônico;Nota 6;Percentual;7,257000;8,444521
SCM;Total Brasil;BA;Nota para o atendimento telefônico;Nota 7;Percentual;12,461000;13,444950
SCM;Total Brasil;BA;Nota para o atendimento telefônico;Nota 8;Percentual;15,708000;14,934669
SCM;Total Brasil;BA;Nota para o atendimento telefônico;Nota 9;Percentual;10,269000;9,860765
SCM;Total Brasil;BA;Nota para o atendimento telefônico;10.Excelente;Percentual;13,919000;14,842431
SCM;Total Brasil;BA;Nota para o atendimento telefônico;99. NS/ NR;Percentual;0,034000;0,000000
SCM;Total Brasil;BA;Indicador de Canais de Atendimento;Canais de Atendimento;Média Indicadores;6,076842;6,200663
SCM;Total Brasil;BA;Indicador de Canais de Atendimento;;Amostra não ponderada;1057,000000;737,000000
SCM;Total Brasil;BA;Nota para o atendimento via internet;Média;Média Ponderada;6,062685;6,322298
SCM;Total Brasil;BA;Nota para o atendimento via internet;;Amostra não ponderada;416,000000;289,000000
SCM;Total Brasil;BA;Nota para o atendimento via internet;0.Péssimo;Percentual;8,568000;8,032566
SCM;Total Brasil;BA;Nota para o atendimento via internet;Nota 1;Percentual;1,406000;2,243811
SCM;Total Brasil;BA;Nota para o atendimento via internet;Nota 2;Percentual;4,173000;2,128677
SCM;Total Brasil;BA;Nota para o atendimento via internet;Nota 3;Percentual;6,503000;5,989528
SCM;Total Brasil;BA;Nota para o atendimento via internet;Nota 4;Percentual;5,413000;3,539899
SCM;Total Brasil;BA;Nota para o atendimento via internet;Nota 5;Percentual;12,423000;13,271417
SCM;Total Brasil;BA;Nota para o atendimento via internet;Nota 6;Percentual;6,895000;8,965158
SCM;Total Brasil;BA;Nota para o atendimento via internet;Nota 7;Percentual;14,809000;12,705831
SCM;Total Brasil;BA;Nota para o atendimento via internet;Nota 8;Percentual;19,090000;14,576826
SCM;Total Brasil;BA;Nota para o atendimento via internet;Nota 9;Percentual;9,868000;10,017929
SCM;Total Brasil;BA;Nota para o atendimento via internet;10.Excelente;Percentual;10,384000;16,475999
SCM;Total Brasil;BA;Nota para o atendimento via internet;99. NS/ NR;Percentual;0,469000;2,052359
SCM;Total Brasil;BA;Facilidade de entendimento dos planos e serviços contratados;Média;Média Ponderada;6,177809;5,941068
SCM;Total Brasil;BA;Facilidade de entendimento dos planos e serviços contratados;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Facilidade de entendimento dos planos e serviços contratados;0.Péssimo;Percentual;6,775000;8,729164
SCM;Total Brasil;BA;Facilidade de entendimento dos planos e serviços contratados;Nota 1;Percentual;2,115000;1,633737
SCM;Total Brasil;BA;Facilidade de entendimento dos planos e serviços contratados;Nota 2;Percentual;3,067000;3,224927
SCM;Total Brasil;BA;Facilidade de entendimento dos planos e serviços contratados;Nota 3;Percentual;3,657000;4,356830
SCM;Total Brasil;BA;Facilidade de entendimento dos planos e serviços contratados;Nota 4;Percentual;6,658000;6,125829
SCM;Total Brasil;BA;Facilidade de entendimento dos planos e serviços contratados;Nota 5;Percentual;17,169000;15,733135
SCM;Total Brasil;BA;Facilidade de entendimento dos planos e serviços contratados;Nota 6;Percentual;8,658000;10,697798
SCM;Total Brasil;BA;Facilidade de entendimento dos planos e serviços contratados;Nota 7;Percentual;13,249000;16,714077
SCM;Total Brasil;BA;Facilidade de entendimento dos planos e serviços contratados;Nota 8;Percentual;17,958000;15,218937
SCM;Total Brasil;BA;Facilidade de entendimento dos planos e serviços contratados;Nota 9;Percentual;7,799000;7,947112
SCM;Total Brasil;BA;Facilidade de entendimento dos planos e serviços contratados;10.Excelente;Percentual;12,524000;9,406179
SCM;Total Brasil;BA;Facilidade de entendimento dos planos e serviços contratados;99. NS/ NR;Percentual;0,372000;0,212274
SCM;Total Brasil;BA;Indicador de Oferta e Contratação;Oferta e Contratação;Média Indicadores;5,934962;5,714725
SCM;Total Brasil;BA;Indicador de Oferta e Contratação;;Amostra não ponderada;1194,000000;838,000000
SCM;Total Brasil;BA;A operadora cumpre o que promete e divulga em sua publicidade;Média;Média Ponderada;5,676498;5,471470
SCM;Total Brasil;BA;A operadora cumpre o que promete e divulga em sua publicidade;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;A operadora cumpre o que promete e divulga em sua publicidade;0.Péssimo;Percentual;12,071000;13,807050
SCM;Total Brasil;BA;A operadora cumpre o que promete e divulga em sua publicidade;Nota 1;Percentual;1,280000;3,125266
SCM;Total Brasil;BA;A operadora cumpre o que promete e divulga em sua publicidade;Nota 2;Percentual;3,701000;2,234957
SCM;Total Brasil;BA;A operadora cumpre o que promete e divulga em sua publicidade;Nota 3;Percentual;4,246000;4,063934
SCM;Total Brasil;BA;A operadora cumpre o que promete e divulga em sua publicidade;Nota 4;Percentual;7,725000;6,276517
SCM;Total Brasil;BA;A operadora cumpre o que promete e divulga em sua publicidade;Nota 5;Percentual;14,995000;15,179606
SCM;Total Brasil;BA;A operadora cumpre o que promete e divulga em sua publicidade;Nota 6;Percentual;10,002000;10,848958
SCM;Total Brasil;BA;A operadora cumpre o que promete e divulga em sua publicidade;Nota 7;Percentual;13,130000;14,684445
SCM;Total Brasil;BA;A operadora cumpre o que promete e divulga em sua publicidade;Nota 8;Percentual;15,436000;14,580114
SCM;Total Brasil;BA;A operadora cumpre o que promete e divulga em sua publicidade;Nota 9;Percentual;6,361000;5,447246
SCM;Total Brasil;BA;A operadora cumpre o que promete e divulga em sua publicidade;10.Excelente;Percentual;10,396000;8,710912
SCM;Total Brasil;BA;A operadora cumpre o que promete e divulga em sua publicidade;99. NS/ NR;Percentual;0,658000;1,040996
SCM;Total Brasil;BA;Conseguir acessar sempre que preciso;Média;Média Ponderada;6,288129;6,322512
SCM;Total Brasil;BA;Conseguir acessar sempre que preciso;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Conseguir acessar sempre que preciso;0.Péssimo;Percentual;7,495000;6,473364
SCM;Total Brasil;BA;Conseguir acessar sempre que preciso;Nota 1;Percentual;1,828000;1,745016
SCM;Total Brasil;BA;Conseguir acessar sempre que preciso;Nota 2;Percentual;4,650000;3,058538
SCM;Total Brasil;BA;Conseguir acessar sempre que preciso;Nota 3;Percentual;3,696000;7,382710
SCM;Total Brasil;BA;Conseguir acessar sempre que preciso;Nota 4;Percentual;5,696000;4,183494
SCM;Total Brasil;BA;Conseguir acessar sempre que preciso;Nota 5;Percentual;12,961000;13,104561
SCM;Total Brasil;BA;Conseguir acessar sempre que preciso;Nota 6;Percentual;8,938000;9,642907
SCM;Total Brasil;BA;Conseguir acessar sempre que preciso;Nota 7;Percentual;12,745000;12,758085
SCM;Total Brasil;BA;Conseguir acessar sempre que preciso;Nota 8;Percentual;15,687000;16,203764
SCM;Total Brasil;BA;Conseguir acessar sempre que preciso;Nota 9;Percentual;12,371000;11,285518
SCM;Total Brasil;BA;Conseguir acessar sempre que preciso;10.Excelente;Percentual;13,933000;14,162043
SCM;Total Brasil;BA;Conseguir acessar sempre que preciso;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Indicador de Funcionamento;Funcionamento;Média Indicadores;5,986376;5,872594
SCM;Total Brasil;BA;Indicador de Funcionamento;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Capacidade de manter a conexão sem quedas;Média;Média Ponderada;5,695285;5,566537
SCM;Total Brasil;BA;Capacidade de manter a conexão sem quedas;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Capacidade de manter a conexão sem quedas;0.Péssimo;Percentual;11,778000;12,247850
SCM;Total Brasil;BA;Capacidade de manter a conexão sem quedas;Nota 1;Percentual;2,145000;2,183459
SCM;Total Brasil;BA;Capacidade de manter a conexão sem quedas;Nota 2;Percentual;4,405000;4,399379
SCM;Total Brasil;BA;Capacidade de manter a conexão sem quedas;Nota 3;Percentual;5,447000;7,432403
SCM;Total Brasil;BA;Capacidade de manter a conexão sem quedas;Nota 4;Percentual;5,892000;5,709289
SCM;Total Brasil;BA;Capacidade de manter a conexão sem quedas;Nota 5;Percentual;13,975000;12,657365
SCM;Total Brasil;BA;Capacidade de manter a conexão sem quedas;Nota 6;Percentual;9,205000;9,208075
SCM;Total Brasil;BA;Capacidade de manter a conexão sem quedas;Nota 7;Percentual;11,942000;13,842299
SCM;Total Brasil;BA;Capacidade de manter a conexão sem quedas;Nota 8;Percentual;15,828000;14,741558
SCM;Total Brasil;BA;Capacidade de manter a conexão sem quedas;Nota 9;Percentual;9,750000;8,435247
SCM;Total Brasil;BA;Capacidade de manter a conexão sem quedas;10.Excelente;Percentual;9,460000;9,103667
SCM;Total Brasil;BA;Capacidade de manter a conexão sem quedas;99. NS/ NR;Percentual;0,173000;0,039409
SCM;Total Brasil;BA;Velocidade de navegação;Média;Média Ponderada;5,980184;5,725814
SCM;Total Brasil;BA;Velocidade de navegação;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Velocidade de navegação;0.Péssimo;Percentual;7,825000;11,134984
SCM;Total Brasil;BA;Velocidade de navegação;Nota 1;Percentual;2,820000;1,385392
SCM;Total Brasil;BA;Velocidade de navegação;Nota 2;Percentual;3,410000;4,745580
SCM;Total Brasil;BA;Velocidade de navegação;Nota 3;Percentual;5,890000;5,712900
SCM;Total Brasil;BA;Velocidade de navegação;Nota 4;Percentual;6,327000;5,868730
SCM;Total Brasil;BA;Velocidade de navegação;Nota 5;Percentual;14,152000;13,763755
SCM;Total Brasil;BA;Velocidade de navegação;Nota 6;Percentual;9,339000;9,730675
SCM;Total Brasil;BA;Velocidade de navegação;Nota 7;Percentual;13,723000;15,419395
SCM;Total Brasil;BA;Velocidade de navegação;Nota 8;Percentual;16,781000;13,217097
SCM;Total Brasil;BA;Velocidade de navegação;Nota 9;Percentual;8,350000;9,545446
SCM;Total Brasil;BA;Velocidade de navegação;10.Excelente;Percentual;11,212000;9,369910
SCM;Total Brasil;BA;Velocidade de navegação;99. NS/ NR;Percentual;0,171000;0,106137
SCM;Total Brasil;BA;Cobrança dos valores na conta de acordo com o contratado;Média;Média Ponderada;6,230095;6,049046
SCM;Total Brasil;BA;Cobrança dos valores na conta de acordo com o contratado;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Cobrança dos valores na conta de acordo com o contratado;0.Péssimo;Percentual;10,620000;11,594466
SCM;Total Brasil;BA;Cobrança dos valores na conta de acordo com o contratado;Nota 1;Percentual;1,151000;1,818692
SCM;Total Brasil;BA;Cobrança dos valores na conta de acordo com o contratado;Nota 2;Percentual;2,836000;3,449290
SCM;Total Brasil;BA;Cobrança dos valores na conta de acordo com o contratado;Nota 3;Percentual;4,960000;3,945707
SCM;Total Brasil;BA;Cobrança dos valores na conta de acordo com o contratado;Nota 4;Percentual;5,079000;4,603371
SCM;Total Brasil;BA;Cobrança dos valores na conta de acordo com o contratado;Nota 5;Percentual;13,398000;14,488147
SCM;Total Brasil;BA;Cobrança dos valores na conta de acordo com o contratado;Nota 6;Percentual;7,240000;5,676828
SCM;Total Brasil;BA;Cobrança dos valores na conta de acordo com o contratado;Nota 7;Percentual;10,549000;13,212229
SCM;Total Brasil;BA;Cobrança dos valores na conta de acordo com o contratado;Nota 8;Percentual;16,855000;15,742476
SCM;Total Brasil;BA;Cobrança dos valores na conta de acordo com o contratado;Nota 9;Percentual;8,809000;8,752324
SCM;Total Brasil;BA;Cobrança dos valores na conta de acordo com o contratado;10.Excelente;Percentual;17,857000;15,469677
SCM;Total Brasil;BA;Cobrança dos valores na conta de acordo com o contratado;99. NS/ NR;Percentual;0,646000;1,246794
SCM;Total Brasil;BA;Indicador de Cobrança;Cobrança;Média Indicadores;6,461537;6,276805
SCM;Total Brasil;BA;Indicador de Cobrança;;Amostra não ponderada;1188,000000;829,000000
SCM;Total Brasil;BA;Clareza das informações na conta;Média;Média Ponderada;6,690360;6,497958
SCM;Total Brasil;BA;Clareza das informações na conta;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Clareza das informações na conta;0.Péssimo;Percentual;8,143000;6,860977
SCM;Total Brasil;BA;Clareza das informações na conta;Nota 1;Percentual;0,705000;1,746822
SCM;Total Brasil;BA;Clareza das informações na conta;Nota 2;Percentual;2,302000;3,204084
SCM;Total Brasil;BA;Clareza das informações na conta;Nota 3;Percentual;3,900000;3,568850
SCM;Total Brasil;BA;Clareza das informações na conta;Nota 4;Percentual;3,490000;4,127325
SCM;Total Brasil;BA;Clareza das informações na conta;Nota 5;Percentual;12,654000;12,895624
SCM;Total Brasil;BA;Clareza das informações na conta;Nota 6;Percentual;7,256000;8,139760
SCM;Total Brasil;BA;Clareza das informações na conta;Nota 7;Percentual;11,773000;14,631415
SCM;Total Brasil;BA;Clareza das informações na conta;Nota 8;Percentual;17,190000;16,909316
SCM;Total Brasil;BA;Clareza das informações na conta;Nota 9;Percentual;11,883000;9,615313
SCM;Total Brasil;BA;Clareza das informações na conta;10.Excelente;Percentual;19,902000;16,550356
SCM;Total Brasil;BA;Clareza das informações na conta;99. NS/ NR;Percentual;0,803000;1,750159
SCM;Total Brasil;BA;Contato sobre cobrança;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Contato sobre cobrança;1.Sim;Percentual;52,912000;56,944524
SCM;Total Brasil;BA;Contato sobre cobrança;2.Não;Percentual;47,088000;43,055476
SCM;Total Brasil;BA;Resolução do problema de cobrança;Média;Média Ponderada;4,793339;4,789356
SCM;Total Brasil;BA;Resolução do problema de cobrança;;Amostra não ponderada;585,000000;433,000000
SCM;Total Brasil;BA;Resolução do problema de cobrança;0.Péssimo;Percentual;18,720000;20,009444
SCM;Total Brasil;BA;Resolução do problema de cobrança;Nota 1;Percentual;2,666000;4,054179
SCM;Total Brasil;BA;Resolução do problema de cobrança;Nota 2;Percentual;6,176000;5,732484
SCM;Total Brasil;BA;Resolução do problema de cobrança;Nota 3;Percentual;7,261000;5,660107
SCM;Total Brasil;BA;Resolução do problema de cobrança;Nota 4;Percentual;8,964000;6,535034
SCM;Total Brasil;BA;Resolução do problema de cobrança;Nota 5;Percentual;12,332000;13,259624
SCM;Total Brasil;BA;Resolução do problema de cobrança;Nota 6;Percentual;8,886000;8,907738
SCM;Total Brasil;BA;Resolução do problema de cobrança;Nota 7;Percentual;10,259000;10,718594
SCM;Total Brasil;BA;Resolução do problema de cobrança;Nota 8;Percentual;10,930000;8,171223
SCM;Total Brasil;BA;Resolução do problema de cobrança;Nota 9;Percentual;5,046000;5,415888
SCM;Total Brasil;BA;Resolução do problema de cobrança;10.Excelente;Percentual;8,651000;10,777941
SCM;Total Brasil;BA;Resolução do problema de cobrança;99. NS/ NR;Percentual;0,110000;0,757746
SCM;Total Brasil;BA;Indicador de Capacidade de Resolução;Capacidade de resolução;Média Indicadores;5,114698;4,979853
SCM;Total Brasil;BA;Indicador de Capacidade de Resolução;;Amostra não ponderada;739,000000;539,000000
SCM;Total Brasil;BA;Contato para alterar plano ou condição comercial;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Contato para alterar plano ou condição comercial;1.Sim;Percentual;41,005000;41,894018
SCM;Total Brasil;BA;Contato para alterar plano ou condição comercial;2.Não;Percentual;58,995000;58,105982
SCM;Total Brasil;BA;Resolução da alteração de plano ou condição comercial;Média;Média Ponderada;5,333764;4,967916
SCM;Total Brasil;BA;Resolução da alteração de plano ou condição comercial;;Amostra não ponderada;472,000000;344,000000
SCM;Total Brasil;BA;Resolução da alteração de plano ou condição comercial;0.Péssimo;Percentual;14,842000;21,813335
SCM;Total Brasil;BA;Resolução da alteração de plano ou condição comercial;Nota 1;Percentual;1,720000;2,440516
SCM;Total Brasil;BA;Resolução da alteração de plano ou condição comercial;Nota 2;Percentual;4,776000;4,292547
SCM;Total Brasil;BA;Resolução da alteração de plano ou condição comercial;Nota 3;Percentual;6,663000;5,763997
SCM;Total Brasil;BA;Resolução da alteração de plano ou condição comercial;Nota 4;Percentual;6,226000;3,511616
SCM;Total Brasil;BA;Resolução da alteração de plano ou condição comercial;Nota 5;Percentual;15,640000;14,025100
SCM;Total Brasil;BA;Resolução da alteração de plano ou condição comercial;Nota 6;Percentual;8,295000;10,174035
SCM;Total Brasil;BA;Resolução da alteração de plano ou condição comercial;Nota 7;Percentual;11,790000;10,284687
SCM;Total Brasil;BA;Resolução da alteração de plano ou condição comercial;Nota 8;Percentual;14,067000;8,065474
SCM;Total Brasil;BA;Resolução da alteração de plano ou condição comercial;Nota 9;Percentual;4,502000;6,912580
SCM;Total Brasil;BA;Resolução da alteração de plano ou condição comercial;10.Excelente;Percentual;11,236000;12,192837
SCM;Total Brasil;BA;Resolução da alteração de plano ou condição comercial;99. NS/ NR;Percentual;0,244000;0,523276
SCM;Total Brasil;BA;Contato sobre instalação;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Contato sobre instalação;1.Sim;Percentual;15,382000;10,581574
SCM;Total Brasil;BA;Contato sobre instalação;2.Não;Percentual;84,618000;89,418426
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de instalação e a visita do técnico;Média;Média Ponderada;5,366784;6,214914
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de instalação e a visita do técnico;;Amostra não ponderada;184,000000;94,000000
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de instalação e a visita do técnico;0.Péssimo;Percentual;22,351000;19,324731
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 1;Percentual;3,734000;0,372429
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 2;Percentual;4,687000;0,000000
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 3;Percentual;1,125000;2,444155
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 4;Percentual;2,512000;3,447189
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 5;Percentual;13,828000;15,181280
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 6;Percentual;5,247000;1,375463
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 7;Percentual;8,113000;6,570543
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 8;Percentual;10,894000;15,777759
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 9;Percentual;9,507000;11,441790
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de instalação e a visita do técnico;10.Excelente;Percentual;18,002000;24,064662
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de instalação e a visita do técnico;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Indicador de Reparo e Instalação;Reparo e Instalação;Média Indicadores;5,365790;5,767480
SCM;Total Brasil;BA;Indicador de Reparo e Instalação;;Amostra não ponderada;789,000000;494,000000
SCM;Total Brasil;BA;Cumprimento do prazo para instalação acordado;Média;Média Ponderada;5,649461;6,535488
SCM;Total Brasil;BA;Cumprimento do prazo para instalação acordado;;Amostra não ponderada;184,000000;94,000000
SCM;Total Brasil;BA;Cumprimento do prazo para instalação acordado;0.Péssimo;Percentual;21,700000;17,253005
SCM;Total Brasil;BA;Cumprimento do prazo para instalação acordado;Nota 1;Percentual;4,670000;0,000000
SCM;Total Brasil;BA;Cumprimento do prazo para instalação acordado;Nota 2;Percentual;1,125000;0,372429
SCM;Total Brasil;BA;Cumprimento do prazo para instalação acordado;Nota 3;Percentual;1,502000;4,143451
SCM;Total Brasil;BA;Cumprimento do prazo para instalação acordado;Nota 4;Percentual;4,585000;5,518914
SCM;Total Brasil;BA;Cumprimento do prazo para instalação acordado;Nota 5;Percentual;8,296000;8,011664
SCM;Total Brasil;BA;Cumprimento do prazo para instalação acordado;Nota 6;Percentual;6,160000;1,375463
SCM;Total Brasil;BA;Cumprimento do prazo para instalação acordado;Nota 7;Percentual;8,787000;3,561442
SCM;Total Brasil;BA;Cumprimento do prazo para instalação acordado;Nota 8;Percentual;14,165000;18,869581
SCM;Total Brasil;BA;Cumprimento do prazo para instalação acordado;Nota 9;Percentual;8,193000;14,840383
SCM;Total Brasil;BA;Cumprimento do prazo para instalação acordado;10.Excelente;Percentual;20,817000;26,053666
SCM;Total Brasil;BA;Cumprimento do prazo para instalação acordado;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Qualidade da instalação do serviço;Média;Média Ponderada;6,098343;7,122408
SCM;Total Brasil;BA;Qualidade da instalação do serviço;;Amostra não ponderada;184,000000;94,000000
SCM;Total Brasil;BA;Qualidade da instalação do serviço;0.Péssimo;Percentual;16,260000;7,152552
SCM;Total Brasil;BA;Qualidade da instalação do serviço;Nota 1;Percentual;2,997000;2,444155
SCM;Total Brasil;BA;Qualidade da instalação do serviço;Nota 2;Percentual;1,216000;4,888310
SCM;Total Brasil;BA;Qualidade da instalação do serviço;Nota 3;Percentual;4,208000;2,071726
SCM;Total Brasil;BA;Qualidade da instalação do serviço;Nota 4;Percentual;2,986000;0,000000
SCM;Total Brasil;BA;Qualidade da instalação do serviço;Nota 5;Percentual;14,302000;10,407224
SCM;Total Brasil;BA;Qualidade da instalação do serviço;Nota 6;Percentual;3,637000;3,189013
SCM;Total Brasil;BA;Qualidade da instalação do serviço;Nota 7;Percentual;5,778000;11,278941
SCM;Total Brasil;BA;Qualidade da instalação do serviço;Nota 8;Percentual;12,864000;12,138053
SCM;Total Brasil;BA;Qualidade da instalação do serviço;Nota 9;Percentual;14,377000;17,722625
SCM;Total Brasil;BA;Qualidade da instalação do serviço;10.Excelente;Percentual;21,376000;28,707401
SCM;Total Brasil;BA;Qualidade da instalação do serviço;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Contato sobre reparo;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Contato sobre reparo;1.Sim;Percentual;66,612000;63,097668
SCM;Total Brasil;BA;Contato sobre reparo;2.Não;Percentual;33,388000;36,902332
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de reparo e a visita do técnico;Média;Média Ponderada;4,901594;5,417646
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de reparo e a visita do técnico;;Amostra não ponderada;734,000000;454,000000
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de reparo e a visita do técnico;0.Péssimo;Percentual;20,030000;17,970515
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 1;Percentual;3,048000;2,366702
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 2;Percentual;4,747000;4,123020
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 3;Percentual;6,455000;3,943799
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 4;Percentual;6,104000;5,303354
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 5;Percentual;12,834000;13,833622
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 6;Percentual;6,791000;6,600764
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 7;Percentual;10,054000;8,849955
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 8;Percentual;13,290000;13,925815
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 9;Percentual;6,437000;5,930037
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de reparo e a visita do técnico;10.Excelente;Percentual;8,678000;15,206614
SCM;Total Brasil;BA;Tempo de espera entre a solicitação de reparo e a visita do técnico;99. NS/ NR;Percentual;1,532000;1,945803
